ticket_id,ticket_text,issue_type,urgency_level,product,ticket_length,char_count,sentiment_score,monetary_value,priority_score
498,cant log account keep showing blocked help delivery expected 16 may,Account Access,Medium,ProTab X1,11,67,0.1531,16.0,2
499,cant log account keep showing unknown issue help,Account Access,Medium,UltraClean Vacuum,8,48,0.4019,0.0,2
500,ordered got FitRun Treadmill instead 34023,Wrong Item,Medium,Vision LED TV,6,42,0.0,34023.0,2
501,cant log account keep showing unknown issue help,Account Access,High,ProTab X1,8,48,0.4019,0.0,3
502,cant access mi account,Account Access,Low,PhotoSnap Cam,4,22,0.0,0.0,1
503,tell warranty also available black,General Inquiry,High,PhotoSnap Cam,5,34,0.0,0.0,3
504,received wrong product mixed,Wrong Item,Medium,SmartWatch V2,4,28,-0.4767,0.0,2
505,93543 placed 16 march still,Late Delivery,High,FitRun Treadmill,5,27,0.0,93559.0,3
506,cant log account keep showing captcha failed help,Account Access,High,PowerMax Battery,8,49,-0.1531,0.0,3
507,facing installation issue ProTab X1 setup fails step 5,Installation Issue,High,ProTab X1,9,54,-0.4215,6.0,3
508,product info needed,General Inquiry,High,PowerMax Battery,3,19,0.0,0.0,3
509,facing installation issue wit UltraClean Vacuum setup fails step 2,Installation Issue,High,UltraClean Vacuum,10,66,-0.4215,2.0,3
510,payment issue fr mi charged twice fr 35452,Billing Problem,Low,Vision LED TV,8,42,-0.2023,35452.0,1
511,,Wrong Item,High,SoundWave 300,1,3,0.0,0.0,3
512,ordered SoundWave 300 got RoboChef Blender instead 98840,Wrong Item,Medium,SoundWave 300,8,56,0.0,99140.0,2
513,ProTab X1 PowerMax Battery lost giving issue,Product Defect,High,ProTab X1,7,44,0.0258,1.0,3
514,ordered ProTab X1 got PhotoSnap Cam instead 85967,Wrong Item,Low,ProTab X1,8,49,0.0,85968.0,1
515,cant log account keep showing unknown issue help,Account Access,Low,FitRun Treadmill,8,48,0.4019,0.0,1
516,payment issue SoundWave 300 charged twice 52260 also contacted 09 may got response,Billing Problem,Low,SoundWave 300,13,82,-0.2023,52569.0,1
517,FitRun Treadmill working stopped working 6 day,Product Defect,Low,FitRun Treadmill,7,46,-0.2263,6.0,1
518,52552 placed 14 march still delivery expected 14 march,Late Delivery,Medium,PhotoSnap Cam,9,54,0.0,52580.0,2
519,tell warranty also available red,General Inquiry,Medium,UltraClean Vacuum,5,32,0.0,0.0,2
520,ordered FitRun Treadmill got PhotoSnap Cam instead 67065 delivery expected 20 april,Wrong Item,High,FitRun Treadmill,12,83,0.0,67085.0,3
521,tell SmartWatch V2 warranty also available black,General Inquiry,Medium,SmartWatch V2,7,48,0.0,2.0,2
522,cant log account keep showing error help,Account Access,Low,SoundWave 300,7,40,0.0,0.0,1
523,FitRun Treadmill stuck stopped working 10 day,Product Defect,High,FitRun Treadmill,7,45,-0.4404,10.0,3
524,,General Inquiry,Medium,PowerMax Battery,1,3,0.0,0.0,2
525,ordered UltraClean Vacuum got PowerMax Battery instead 31724 also contacted 15 may got response delivery expected 15 may,Wrong Item,High,UltraClean Vacuum,18,120,0.0,31754.0,3
526,tell PhotoSnap Cam warranty also available red,General Inquiry,High,PhotoSnap Cam,7,46,0.0,0.0,3
527,stuck stopped working 6 day,Product Defect,Medium,PhotoSnap Cam,5,27,-0.4404,6.0,2
528,payment issue ProTab X1 charged twice 79550,Billing Problem,Low,ProTab X1,7,43,-0.2023,79551.0,1
529,ProTab X1 missing stopped working 2 day,Product Defect,High,ProTab X1,7,39,-0.4767,3.0,3
530,cant log account keep showing captcha failed help,Account Access,Low,FitRun Treadmill,8,49,-0.1531,0.0,1
531,able install product,Installation Issue,Medium,EcoBreeze AC,3,20,0.0,0.0,2
532,facing installation issue wit setup fails step 6,Installation Issue,High,Vision LED TV,8,48,-0.4215,6.0,3
533,payment issue FitRun Treadmill refunded 87628,Billing Problem,High,FitRun Treadmill,6,45,0.0,87628.0,3
534,tell SmartWatch V2 warranty also available red,General Inquiry,High,SmartWatch V2,7,46,0.0,2.0,3
535,facing installation issue EcoBreeze AC setup fails step 6 delivery expected 05 march,Installation Issue,Low,EcoBreeze AC,13,84,-0.4215,11.0,1
536,RoboChef Blender received stopped working 8 day,Product Defect,Low,RoboChef Blender,7,47,-0.2263,8.0,1
537,tell warranty also available red,General Inquiry,Medium,Vision LED TV,5,32,0.0,0.0,2
538,payment issue PhotoSnap Cam charged twice 81690,Billing Problem,Medium,PhotoSnap Cam,7,47,-0.2023,81690.0,2
539,ordered RoboChef Blender got PhotoSnap Cam instead 39514,Wrong Item,Low,RoboChef Blender,8,56,0.0,39514.0,1
540,SoundWave 300 stuck stopped working 4 day also contacted 01 april got response delivery expected 01 april,Product Defect,High,SoundWave 300,17,105,-0.4404,306.0,3
541,18704 5 day late ordered 02 may,Late Delivery,High,PhotoSnap Cam,7,31,0.0,18711.0,3
542,mi SoundWave 300 RoboChef Blender broken giving issue,Product Defect,High,SoundWave 300,8,53,-0.1779,300.0,3
543,facing installation issue ProTab X1 setup fails step 3,Installation Issue,High,ProTab X1,9,54,-0.4215,4.0,3
544,75682 FitRun Treadmill 14 day late ordered 06 march,Late Delivery,Medium,FitRun Treadmill,9,51,0.0,75702.0,2
545,cant log mi account keep showing blocked help also contacted 12 april got response,Account Access,Low,Vision LED TV,14,82,0.1531,12.0,1
546,login working also contacted 23 april got response,Account Access,Medium,PhotoSnap Cam,8,50,0.0,23.0,2
547,login working,Product Defect,High,FitRun Treadmill,2,13,0.0,0.0,3
548,ordered SoundWave 300 got FitRun Treadmill instead 64523,Wrong Item,Low,SoundWave 300,8,56,0.0,64823.0,1
549,FitRun Treadmill RoboChef Blender lost giving issue also contacted 21 march got response,Product Defect,Medium,FitRun Treadmill,13,88,0.0258,21.0,2
550,PhotoSnap Cam SoundWave 300 late giving issue also contacted 19 april got response,Late Delivery,High,PhotoSnap Cam,13,82,0.34,319.0,3
551,facing installation issue wit setup fails step 1,Installation Issue,High,ProTab X1,8,48,-0.4215,1.0,3
552,product info needed,General Inquiry,High,Vision LED TV,3,19,0.0,0.0,3
553,tell warranty also available blue,General Inquiry,Low,RoboChef Blender,5,33,0.0,0.0,1
554,cant log account keep showing captcha failed help also contacted 14 march got response,Account Access,Low,ProTab X1,14,86,-0.1531,14.0,1
555,ordered got led Vision LED TV instead 53713,Wrong Item,Low,SoundWave 300,8,43,0.25,53713.0,1
556,facing installation issue setup fails step 5,Installation Issue,Medium,EcoBreeze AC,7,44,-0.4215,5.0,2
557,want know warranty,General Inquiry,High,RoboChef Blender,3,18,0.0772,0.0,3
558,,Billing Problem,Low,ProTab X1,1,3,0.0,0.0,1
559,ordered got PowerMax Battery instead 79728,Wrong Item,High,RoboChef Blender,6,42,0.0,79728.0,3
560,received wrong product mixed,Wrong Item,High,ProTab X1,4,28,-0.4767,0.0,3
561,tell EcoBreeze AC warranty also available black,General Inquiry,High,EcoBreeze AC,7,47,0.0,0.0,3
562,69180 placed 30 april still,Late Delivery,High,EcoBreeze AC,5,27,0.0,69210.0,3
563,cant log account keep showing blocked help,Account Access,Medium,EcoBreeze AC,7,42,0.1531,0.0,2
564,cant log account keep showing captcha failed help,Account Access,Medium,FitRun Treadmill,8,49,-0.1531,0.0,2
565,payment issue charged twice 65495,Billing Problem,Medium,RoboChef Blender,5,33,-0.2023,65495.0,2
566,13273 fr SmartWatch V2 5 day late ordered 09 april,Late Delivery,Medium,SmartWatch V2,10,50,0.0,13289.0,2
567,login working also contacted 02 may got response,Account Access,Low,SoundWave 300,8,48,0.0,2.0,1
568,missing stopped working 11 day,Product Defect,Medium,Vision LED TV,5,30,-0.4767,11.0,2
569,wrong item stopped working 4 day,Product Defect,Medium,Vision LED TV,6,32,-0.6124,4.0,3
570,ordered ProTab X1 got x1 instead 50088,Wrong Item,Low,ProTab X1,7,38,0.0,50090.0,1
571,facing installation issue SmartWatch V2 setup fails step 1,Installation Issue,High,SmartWatch V2,9,58,-0.4215,3.0,3
572,ordered ProTab X1 got SmartWatch V2 instead 44044 also contacted 15 april got response,Wrong Item,High,ProTab X1,14,86,0.0,44062.0,3
573,tell RoboChef Blender warranty also available blue,General Inquiry,Medium,RoboChef Blender,7,50,0.0,0.0,2
574,facing installation issue SoundWave 300 setup fails step 3 also contacted 02 march got response,Installation Issue,High,SoundWave 300,15,95,-0.4215,305.0,3
575,ordered got UltraClean Vacuum instead 51296,Wrong Item,High,FitRun Treadmill,6,43,0.0,51296.0,3
576,51854 fr RoboChef Blender 8 day late ordered 10 march,Late Delivery,Low,RoboChef Blender,10,53,0.0,51872.0,1
577,,Wrong Item,Medium,RoboChef Blender,1,3,0.0,0.0,2
578,tell teh warranty also available white also contacted 14 april got response,General Inquiry,Medium,SmartWatch V2,12,75,0.0,14.0,2
579,payment issue overbilled 26196 also contacted 02 may got response,Billing Problem,High,UltraClean Vacuum,10,65,0.0,26198.0,3
580,facing installation issue RoboChef Blender setup fails step 3,Installation Issue,Low,RoboChef Blender,9,61,-0.4215,3.0,1
581,error stopped working 4 day,Product Defect,Low,PhotoSnap Cam,5,27,-0.5574,4.0,2
582,tell warranty also available red,General Inquiry,Low,EcoBreeze AC,5,32,0.0,0.0,1
583,payment issue refunded 18300 also contacted 09 april got response,Billing Problem,High,SmartWatch V2,10,65,0.0,18309.0,3
584,ordered ProTab X1 got FitRun Treadmill instead 60022,Wrong Item,Low,ProTab X1,8,52,0.0,60023.0,1
585,cant log account keep showing reset required help,Account Access,Medium,UltraClean Vacuum,8,49,0.4019,0.0,2
586,facing installation issue PhotoSnap Cam setup fails step 4 also contacted 24 april got response,Installation Issue,Medium,PhotoSnap Cam,15,95,-0.4215,28.0,2
587,cant log account keep showing captcha failed help,Account Access,Medium,UltraClean Vacuum,8,49,-0.1531,0.0,2
588,payment issue ProTab X1 charged twice 14766,Billing Problem,Medium,ProTab X1,7,43,-0.2023,14767.0,2
589,tell PhotoSnap Cam warranty also available red delivery expected 02 may,General Inquiry,Medium,PhotoSnap Cam,11,71,0.0,2.0,2
590,account problem assistance needed,Account Access,High,PowerMax Battery,4,33,-0.4019,0.0,3
591,payment issue fr mi SoundWave 300 charged twice fr 95164,Billing Problem,Low,SoundWave 300,10,56,-0.2023,95464.0,1
592,42651 PowerMax Battery 10 day late ordered 30 march,Late Delivery,High,PowerMax Battery,9,51,0.0,42691.0,3
593,facing installation issue UltraClean Vacuum setup fails step 1,Installation Issue,Medium,UltraClean Vacuum,9,62,-0.4215,1.0,2
594,cant log mi account keep showing unknown issue help,Account Access,Low,PhotoSnap Cam,9,51,0.4019,0.0,1
595,tell FitRun Treadmill warranty also available black,General Inquiry,Low,FitRun Treadmill,7,51,0.0,0.0,1
596,payment issue led Vision LED TV refunded 14501,Billing Problem,Low,Vision LED TV,8,46,0.25,14501.0,1
597,31539 EcoBreeze AC 14 day late ordered 08 may,Late Delivery,High,EcoBreeze AC,9,45,0.0,31561.0,3
598,cant log account keep showing reset required help,Account Access,High,RoboChef Blender,8,49,0.4019,0.0,3
599,facing installation issue PhotoSnap Cam setup fails step 5,Installation Issue,Medium,PhotoSnap Cam,9,58,-0.4215,5.0,2
600,tell FitRun Treadmill warranty also available red,General Inquiry,Low,FitRun Treadmill,7,49,0.0,0.0,1
601,cant log account keep showing blocked help,Account Access,Medium,SoundWave 300,7,42,0.1531,0.0,2
602,48317 PhotoSnap Cam 12 day late ordered 03 may,Late Delivery,High,PhotoSnap Cam,9,46,0.0,48332.0,3
603,cant log account keep showing unknown issue help,Account Access,High,FitRun Treadmill,8,48,0.4019,0.0,3
604,EcoBreeze AC lost stopped working 9 day delivery expected 20 march,Product Defect,Medium,EcoBreeze AC,11,66,-0.4939,29.0,2
605,facing installation issue led Vision LED TV setup fails step 5,Installation Issue,Low,Vision LED TV,11,62,-0.2023,5.0,1
606,payment issue refunded 55840,Billing Problem,Medium,PhotoSnap Cam,4,28,0.0,55840.0,2
607,facing installation issue PowerMax Battery setup fails step 3,Installation Issue,Low,PowerMax Battery,9,61,-0.4215,3.0,1
608,able install product,Installation Issue,Medium,Vision LED TV,3,20,0.0,0.0,2
609,facing installation issue setup fails step 4,Installation Issue,Medium,SoundWave 300,7,44,-0.4215,4.0,2
610,cant log account keep showing error help,Account Access,Medium,FitRun Treadmill,7,40,0.0,0.0,2
611,item stock,General Inquiry,Low,PhotoSnap Cam,2,10,0.0,0.0,1
612,led Vision LED TV defective stopped working 10 day,Product Defect,Low,Vision LED TV,9,50,-0.4215,10.0,1
613,ordered ProTab X1 got RoboChef Blender instead 56484,Wrong Item,Medium,ProTab X1,8,52,0.0,56485.0,2
614,tell UltraClean Vacuum warranty also available white,General Inquiry,Medium,UltraClean Vacuum,7,52,0.0,0.0,2
615,RoboChef Blender faulty stopped working 10 day,Product Defect,High,RoboChef Blender,7,46,-0.4939,10.0,3
616,payment issue SoundWave 300 underbilled 34614,Billing Problem,High,SoundWave 300,6,45,0.0,34914.0,3
617,tell RoboChef Blender warranty also available blue,General Inquiry,Low,RoboChef Blender,7,50,0.0,0.0,1
618,38284 RoboChef Blender 7 day late ordered 24 march also contacted 24 march got response,Late Delivery,Low,RoboChef Blender,15,87,0.0,38339.0,1
619,17506 EcoBreeze AC 8 day late ordered 16 april,Late Delivery,High,EcoBreeze AC,9,46,0.0,17530.0,3
620,cant log account keep showing unknown issue help,Account Access,High,EcoBreeze AC,8,48,0.4019,0.0,3
621,tell FitRun Treadmill warranty also available blue,General Inquiry,High,FitRun Treadmill,7,50,0.0,0.0,3
622,cant log account keep showing reset required help,Account Access,Medium,RoboChef Blender,8,49,0.4019,0.0,2
623,login working,Account Access,Medium,RoboChef Blender,2,13,0.0,0.0,2
624,payment issue SmartWatch V2 charged twice 15770,Billing Problem,Medium,SmartWatch V2,7,47,-0.2023,15772.0,2
625,tell teh warranty also available white,General Inquiry,High,EcoBreeze AC,6,38,0.0,0.0,3
626,cant log account keep showing reset required help,Account Access,Low,SmartWatch V2,8,49,0.4019,0.0,1
627,11910 RoboChef Blender 6 day late ordered 21 april,Late Delivery,Medium,RoboChef Blender,9,50,0.0,11937.0,2
628,ordered EcoBreeze AC got led Vision LED TV instead 56460,Wrong Item,Low,EcoBreeze AC,10,56,0.25,56460.0,1
629,,Wrong Item,Low,SmartWatch V2,1,3,0.0,0.0,1
630,10394 3 day late ordered 05 march,Late Delivery,Low,RoboChef Blender,7,33,0.0,10402.0,1
631,27626 fr RoboChef Blender 7 day late ordered 29 april,Late Delivery,Low,RoboChef Blender,10,53,0.0,27662.0,1
632,facing installation issue setup fails step 2,Installation Issue,High,PowerMax Battery,7,44,-0.4215,2.0,3
633,cant log account keep showing captcha failed help,Account Access,Low,SmartWatch V2,8,49,-0.1531,0.0,1
634,payment issue PhotoSnap Cam debited incorrectly 43008,Billing Problem,Medium,PhotoSnap Cam,7,53,0.0,43008.0,2
635,facing installation issue UltraClean Vacuum setup fails step 1,Installation Issue,Low,UltraClean Vacuum,9,62,-0.4215,1.0,1
636,tell warranty also available black,General Inquiry,High,PhotoSnap Cam,5,34,0.0,0.0,3
637,82251 7 day late ordered 29 march,Late Delivery,Medium,SmartWatch V2,7,33,0.0,82287.0,2
638,RoboChef Blender damaged stopped working 10 day,Product Defect,Low,RoboChef Blender,7,47,-0.5859,10.0,2
639,item stock,General Inquiry,Low,PowerMax Battery,2,10,0.0,0.0,1
640,facing installation issue EcoBreeze AC setup fails step 6,Installation Issue,Medium,EcoBreeze AC,9,57,-0.4215,6.0,2
641,cant log account keep showing error help delivery expected 15 march,Account Access,Low,EcoBreeze AC,11,67,0.0,15.0,1
642,FitRun Treadmill error stopped working 4 day,Product Defect,Medium,FitRun Treadmill,7,44,-0.5574,4.0,3
643,tell warranty also available black,General Inquiry,Low,RoboChef Blender,5,34,0.0,0.0,1
644,cant log account keep showing blocked help,Account Access,Low,RoboChef Blender,7,42,0.1531,0.0,1
645,payment problem 61582 need urgent help,Billing Problem,Low,SmartWatch V2,6,38,0.2023,61582.0,1
646,payment issue UltraClean Vacuum refunded 20155,Billing Problem,High,UltraClean Vacuum,6,46,0.0,20155.0,3
647,facing installation issue ProTab X1 setup fails step 6,Installation Issue,Medium,ProTab X1,9,54,-0.4215,7.0,2
648,ordered UltraClean Vacuum got SmartWatch V2 instead 69961,Wrong Item,Medium,UltraClean Vacuum,8,57,0.0,69963.0,2
649,,General Inquiry,Medium,FitRun Treadmill,1,3,0.0,0.0,2
650,SoundWave 300 received stopped working 12 day,Product Defect,High,SoundWave 300,7,45,-0.2263,312.0,3
651,facing installation issue PowerMax Battery setup fails step 5 also contacted 20 april got response,Installation Issue,High,PowerMax Battery,15,98,-0.4215,25.0,3
652,tell warranty also available white,General Inquiry,Low,PowerMax Battery,5,34,0.0,0.0,1
653,ProTab X1 defective stopped working 9 day,Product Defect,Low,ProTab X1,7,41,-0.5859,10.0,2
654,,Late Delivery,Low,Vision LED TV,1,3,0.0,0.0,1
655,ordered got UltraClean Vacuum instead 36490,Wrong Item,Medium,PowerMax Battery,6,43,0.0,36490.0,2
656,EcoBreeze AC stuck stopped working 7 day,Product Defect,Medium,EcoBreeze AC,7,40,-0.4404,7.0,2
657,cant log account keep showing reset required help,Account Access,Low,SoundWave 300,8,49,0.4019,0.0,1
658,payment issue fr mi SmartWatch V2 underbilled fr 14552,Billing Problem,Medium,SmartWatch V2,9,54,0.0,14554.0,2
659,ordered PowerMax Battery got FitRun Treadmill instead 62040,Wrong Item,High,PowerMax Battery,8,59,0.0,62040.0,3
660,facing installation issue wit RoboChef Blender setup fails step 3,Installation Issue,High,RoboChef Blender,10,65,-0.4215,3.0,3
661,tell led Vision LED TV warranty also available white,General Inquiry,High,Vision LED TV,9,52,0.25,0.0,3
662,cant log account keep showing reset required help,Account Access,Medium,SoundWave 300,8,49,0.4019,0.0,2
663,20912 UltraClean Vacuum 10 day late ordered 11 march,Late Delivery,Low,UltraClean Vacuum,9,52,0.0,20933.0,1
664,,Late Delivery,Medium,PowerMax Battery,1,3,0.0,0.0,2
665,cant log account keep showing captcha failed help,Account Access,Medium,SmartWatch V2,8,49,-0.1531,0.0,2
666,cant log account keep showing unknown issue help,Account Access,Medium,FitRun Treadmill,8,48,0.4019,0.0,2
667,91902 EcoBreeze AC 4 day late ordered 25 april also contacted 25 april got response,Late Delivery,Low,EcoBreeze AC,15,83,0.0,91956.0,1
668,ordered got EcoBreeze AC instead 46778,Wrong Item,Medium,SoundWave 300,6,38,0.0,46778.0,2
669,cant log account keep showing blocked help,Account Access,Low,ProTab X1,7,42,0.1531,0.0,1
670,PhotoSnap Cam late stopped working 5 day,Product Defect,High,PhotoSnap Cam,7,40,-0.2263,5.0,3
671,tell FitRun Treadmill warranty also available black,General Inquiry,High,FitRun Treadmill,7,51,0.0,0.0,3
672,SoundWave 300 led Vision LED TV glitchy giving issue,Product Defect,Low,SoundWave 300,9,52,0.5267,300.0,1
673,facing installation issue setup fails step 4,Installation Issue,High,UltraClean Vacuum,7,44,-0.4215,4.0,3
674,payment problem 33229 need urgent help,Billing Problem,High,EcoBreeze AC,6,38,0.2023,33229.0,3
675,,Billing Problem,Medium,RoboChef Blender,1,3,0.0,0.0,2
676,facing installation issue RoboChef Blender setup fails step 4,Installation Issue,High,RoboChef Blender,9,61,-0.4215,4.0,3
677,facing installation issue led Vision LED TV setup fails step 3,Installation Issue,Low,Vision LED TV,11,62,-0.2023,3.0,1
678,cant log account keep showing reset required help,Account Access,High,PowerMax Battery,8,49,0.4019,0.0,3
679,facing installation issue ProTab X1 setup fails step 5,Installation Issue,Low,ProTab X1,9,54,-0.4215,6.0,1
680,payment issue debited incorrectly 15563 delivery expected 30 march,Billing Problem,Low,Vision LED TV,9,66,0.0,15593.0,1
681,payment issue ProTab X1 debited incorrectly 15474,Billing Problem,Medium,ProTab X1,7,49,0.0,15475.0,2
682,payment issue FitRun Treadmill underbilled 83111,Billing Problem,High,FitRun Treadmill,6,48,0.0,83111.0,3
683,,Billing Problem,High,EcoBreeze AC,1,3,0.0,0.0,3
684,ordered led Vision LED TV got PhotoSnap Cam instead 82389 delivery expected 13 april,Wrong Item,Low,Vision LED TV,14,84,0.25,82402.0,1
685,ordered RoboChef Blender got EcoBreeze AC instead 43384,Wrong Item,Low,RoboChef Blender,8,55,0.0,43384.0,1
686,ordered got PhotoSnap Cam instead 57437,Wrong Item,Low,FitRun Treadmill,6,39,0.0,57437.0,1
687,facing installation issue wit setup fails step 3,Installation Issue,Low,PowerMax Battery,8,48,-0.4215,3.0,1
688,payment issue RoboChef Blender underbilled 87420,Billing Problem,High,RoboChef Blender,6,48,0.0,87420.0,3
689,78255 PhotoSnap Cam 8 day late ordered 16 april also contacted 16 april got response,Late Delivery,High,PhotoSnap Cam,15,84,0.0,78295.0,3
690,,Late Delivery,Medium,SmartWatch V2,1,3,0.0,0.0,2
691,ordered RoboChef Blender got FitRun Treadmill instead 18640 delivery expected 27 april,Wrong Item,Low,RoboChef Blender,12,86,0.0,18667.0,1
692,cant log account keep showing error help,Account Access,Low,ProTab X1,7,40,0.0,0.0,1
693,payment problem 79572 need urgent help,Billing Problem,Medium,UltraClean Vacuum,6,38,0.2023,79572.0,2
694,,General Inquiry,Medium,PowerMax Battery,1,3,0.0,0.0,2
695,RoboChef Blender cracked stopped working 7 day also contacted 24 march got response,Product Defect,High,RoboChef Blender,13,83,-0.2263,31.0,3
696,FitRun Treadmill broken stopped working 10 day,Product Defect,Medium,FitRun Treadmill,7,46,-0.6124,10.0,3
697,payment issue fr mi EcoBreeze AC charged twice fr 16054,Billing Problem,High,EcoBreeze AC,10,55,-0.2023,16054.0,3
698,payment issue fr mi PowerMax Battery overbilled fr 13069 also contacted 07 may got response,Billing Problem,Medium,PowerMax Battery,15,91,0.0,13076.0,2
699,cant log mi account keep showing unknown issue help,Account Access,Low,Vision LED TV,9,51,0.4019,0.0,1
700,cant log mi account keep showing blocked help delivery expected 16 march,Account Access,Low,UltraClean Vacuum,12,72,0.1531,16.0,1
701,payment issue EcoBreeze AC refunded 42496,Billing Problem,Medium,EcoBreeze AC,6,41,0.0,42496.0,2
702,ordered EcoBreeze AC got RoboChef Blender instead 99452 also contacted 01 april got response,Wrong Item,High,EcoBreeze AC,14,92,0.0,99453.0,3
703,payment problem fr 74061 need urgent help,Billing Problem,High,RoboChef Blender,7,41,0.2023,74061.0,3
704,payment issue fr mi EcoBreeze AC charged twice fr 89561,Billing Problem,Medium,EcoBreeze AC,10,55,-0.2023,89561.0,2
705,,Product Defect,High,SmartWatch V2,1,3,0.0,0.0,3
706,ordered ProTab X1 got FitRun Treadmill instead 82036,Wrong Item,Medium,ProTab X1,8,52,0.0,82037.0,2
707,,Late Delivery,High,RoboChef Blender,1,3,0.0,0.0,3
708,damaged stopped working 3 day also contacted 22 march got response,Product Defect,Low,SoundWave 300,11,66,-0.5859,25.0,2
709,tell teh SoundWave 300 warranty also available white,General Inquiry,Medium,SoundWave 300,8,52,0.0,300.0,2
710,payment issue refunded 27748 also contacted 29 march got response,Billing Problem,Medium,ProTab X1,10,65,0.0,27777.0,2
711,59424 FitRun Treadmill 2 day late ordered 07 march,Late Delivery,Medium,FitRun Treadmill,9,50,0.0,59433.0,2
712,47003 SoundWave 300 17 day late ordered 28 april,Late Delivery,High,SoundWave 300,9,48,0.0,47348.0,3
713,ordered PowerMax Battery got ProTab X1 instead 76262 also contacted 24 march got response delivery expected 24 march,Wrong Item,High,PowerMax Battery,18,116,0.0,76311.0,3
714,tell EcoBreeze AC warranty also available red,General Inquiry,Low,EcoBreeze AC,7,45,0.0,0.0,1
715,FitRun Treadmill received stopped working 1 day,Product Defect,High,FitRun Treadmill,7,47,-0.2263,1.0,3
716,tell led Vision LED TV warranty also available red also contacted 04 april got response delivery expected 04 april,General Inquiry,Low,Vision LED TV,19,114,0.25,8.0,1
717,facing installation issue UltraClean Vacuum setup fails step 6,Installation Issue,Medium,UltraClean Vacuum,9,62,-0.4215,6.0,2
718,able install product,Installation Issue,Medium,SmartWatch V2,3,20,0.0,0.0,2
719,payment problem 50747 need urgent help also contacted 29 march got response,Billing Problem,High,UltraClean Vacuum,12,75,0.2023,50776.0,3
720,ordered PowerMax Battery got ProTab X1 instead 54668,Wrong Item,High,PowerMax Battery,8,52,0.0,54669.0,3
721,82260 18 day late ordered 29 april,Late Delivery,Medium,PhotoSnap Cam,7,34,0.0,82307.0,2
722,payment issue FitRun Treadmill underbilled 65952,Billing Problem,Low,FitRun Treadmill,6,48,0.0,65952.0,1
723,ordered led Vision LED TV got UltraClean Vacuum instead 80743,Wrong Item,High,Vision LED TV,10,61,0.25,80743.0,3
724,facing installation issue setup fails step 1 also contacted 28 march got response,Installation Issue,High,PowerMax Battery,13,81,-0.4215,29.0,3
725,15998 1 day late ordered 15 april,Late Delivery,Low,RoboChef Blender,7,33,0.0,16014.0,1
726,PowerMax Battery lost stopped working 8 day,Product Defect,Medium,PowerMax Battery,7,43,-0.4939,8.0,2
727,12312 placed 31 march still,Late Delivery,Low,EcoBreeze AC,5,27,0.0,12343.0,1
728,cant log account keep showing captcha failed help,Account Access,High,PhotoSnap Cam,8,49,-0.1531,0.0,3
729,SoundWave 300 broken stopped working 1 day,Product Defect,Low,SoundWave 300,7,42,-0.6124,301.0,2
730,86215 fr 16 day late ordered 21 april,Late Delivery,Medium,FitRun Treadmill,8,37,0.0,86252.0,2
731,SoundWave 300 wrong item stopped working 6 day,Product Defect,Medium,SoundWave 300,8,46,-0.6124,306.0,3
732,tell PhotoSnap Cam warranty also available black,General Inquiry,High,PhotoSnap Cam,7,48,0.0,0.0,3
733,cant log account keep showing reset required help also contacted 12 may got response,Account Access,Medium,FitRun Treadmill,14,84,0.4019,12.0,2
734,payment issue ProTab X1 charged twice 86412 also contacted 17 march got response,Billing Problem,High,ProTab X1,13,80,-0.2023,86430.0,3
735,tell FitRun Treadmill warranty also available black delivery expected 17 march,General Inquiry,Medium,FitRun Treadmill,11,78,0.0,17.0,2
736,login working,Account Access,Medium,RoboChef Blender,2,13,0.0,0.0,2
737,account problem assistance needed,Account Access,Medium,SoundWave 300,4,33,-0.4019,0.0,2
738,tell RoboChef Blender warranty also available black,General Inquiry,High,RoboChef Blender,7,51,0.0,0.0,3
739,payment problem 95121 need urgent help also contacted 24 march got response,Billing Problem,High,PhotoSnap Cam,12,75,0.2023,95145.0,3
740,tell PowerMax Battery warranty also available blue also contacted 09 march got response,General Inquiry,High,PowerMax Battery,13,87,0.0,9.0,3
741,tell PhotoSnap Cam warranty also available white,General Inquiry,Medium,PhotoSnap Cam,7,48,0.0,0.0,2
742,ordered UltraClean Vacuum got vacuum instead 57817,Wrong Item,Low,UltraClean Vacuum,7,50,0.0,57817.0,1
743,facing installation issue UltraClean Vacuum setup fails step 4,Installation Issue,High,UltraClean Vacuum,9,62,-0.4215,4.0,3
744,received wrong product mixed,Wrong Item,Medium,ProTab X1,4,28,-0.4767,0.0,2
745,ordered PhotoSnap Cam got cam instead 37817 also contacted 25 april got response,Wrong Item,Low,PhotoSnap Cam,13,80,0.0,37842.0,1
746,cant log account keep showing error help,Account Access,Low,PhotoSnap Cam,7,40,0.0,0.0,1
747,cant access account also contacted 19 march got response,Account Access,High,ProTab X1,9,56,0.0,19.0,3
748,cant log account keep showing reset required help delivery expected 18 april,Account Access,Low,SmartWatch V2,12,76,0.4019,18.0,1
749,98425 2 day late ordered 22 march,Late Delivery,High,PhotoSnap Cam,7,33,0.0,98449.0,3
750,SmartWatch V2 PowerMax Battery broken giving issue delivery expected 04 april,Product Defect,High,SmartWatch V2,11,77,-0.1779,6.0,3
751,product info needed,General Inquiry,High,SoundWave 300,3,19,0.0,0.0,3
752,cant log account keep showing blocked help,Account Access,High,RoboChef Blender,7,42,0.1531,0.0,3
753,,Late Delivery,High,PhotoSnap Cam,1,3,0.0,0.0,3
